pairs,demand,headroom,endurance_h,refill_min
1,0.001388888888888889,59681.25,655194.2,0.001005357718843336
1000,1.3888888888888888,59.68125,655.1942,1.022473106827138
10000,13.88888888888889,5.968125,65.51942,12.076990816454899
50000,69.44444444444444,1.193625,13.103884,309.87734021949643
60000,83.33333333333334,0.9946874999999998,10.919903333333332,
